wf_name,size_x,relation,ratio_old,ratio_new
atacseq_15000.dot,15000,internal,1.2087498887399244,1.1846873576343442
atacseq_8000.dot,8000,internal,1.3807154627391376,1.3266324257057818
chipseq_200.dot,200,internal,0.975666725449816,0.9978727446657374
eager_200.dot,200,internal,1.767772985140604,2.3107514219345804
chipseq_25000.dot,25000,internal,1.0237982699115744,0.9402332573831917
atacseq_4000.dot,4000,internal,1.4577520333379899,1.2655942600503727
chipseq_10000.dot,10000,internal,1.127402605580484,0.4382776428326104
chipseq_4000.dot,4000,internal,0.9400888175522251,1.0926623865568958
atacseq_10000.dot,10000,internal,1.2456153712388747,1.230820687936758
chipseq_25000.dot,25000,internal,1.1482629388790517,1.096499593102912
methylseq_25000.dot,25000,internal,0.9574718424464846,0.20464877232509035
eager_30000.dot,30000,internal,1.0511662951961023,0.6264808055984226
eager_2000.dot,2000,internal,0.7772551320450846,1.3155274449433465
chipseq_30000.dot,30000,internal,1.3075063473762811,1.0125356060400008
methylseq_4000.dot,4000,internal,0.8573186912836308,0.28143246167336755
chipseq_4000.dot,4000,internal,1.0461781420874134,0.9724984406860249
eager_200.dot,200,internal,1.1003021908648603,1.7971437921674356
methylseq_15000.dot,15000,internal,1.2888505281520368,0.21246507471682752
chipseq_20000.dot,20000,internal,1.178454411031232,0.5235918593753343
methylseq_2000.dot,2000,internal,1.0882402482948492,0.8224410260706315
methylseq_1000.dot,1000,internal,1.0677228828563237,1.0388366558263564
eager_25000.dot,25000,internal,1.8161072013206616,0.647778877044708
chipseq_8000.dot,8000,internal,1.21207946915895,0.981516952565635
atacseq_2000.dot,2000,internal,1.5884175737877282,1.4358335923373893
atacseq_8000.dot,8000,internal,0.9658870291868447,1.0463285548262269
methylseq_10000.dot,10000,internal,1.0928497957372745,0.21422606497923222
methylseq_1000.dot,1000,internal,1.1625473306567495,1.190318530739148
chipseq_2000.dot,2000,internal,1.1475883738659036,1.0552770723968068
methylseq_25000.dot,25000,internal,1.179462176300704,0.20649936593165644
chipseq_30000.dot,30000,internal,1.0423022047160877,0.9933549004279761
methylseq_1000.dot,1000,internal,1.0466755630240971,0.8133875518381705
methylseq_10000.dot,10000,internal,1.3773823675714565,0.21697372797287698
eager_200.dot,200,internal,1.4779917704246612,2.4257874689658885
chipseq_10000.dot,10000,internal,1.5092738732834958,0.9743937547298116
