algo_nr wf_name inp_size chainProb hubScore bypBra maxIndSetR cpRat wSkew memToComp memToIo auto-num auto-name 
1 dag_4000_long_4.dot 1 0.99825 0.00174364 0 0.99975 1.43782e+08 0.258817 31.1979 0.0836624 6 Online_MeDiH-BL
1 methylseq_1000.dot 6761426956 0.665331 22.075 1 0.58517 34631.8 2.9979 31.5456 0.176359 6 Online_MeDiH-BL
1 chipseq_2000.dot 3793245764 0.559433 11.6418 1 0.60091 28240.9 1.27762 342.432 1.35552 6 Online_MeDiH-BL
1 dag_50_long_4.dot 1 0.921569 0.0711997 0 0.980392 1.37507e+08 1.6707 30.0959 0.0855841 6 Online_MeDiH-BL
1 dag_200_general_4.dot 1 0.462687 0.560231 0 0.995025 1.04251e+07 1.29318 34.0064 0.0396948 6 Online_MeDiH-BL
1 methylseq_25000.dot 22500260922 0.666613 548.822 1 0.583407 3706.19 2.99776 12.5244 0.056073 6 Online_MeDiH-BL
1 dag_25000_general_4.dot 1 0.459182 0.613244 0 0.99996 176529 1.05942 31.2432 0.0366879 6 Online_MeDiH-BL
1 chipseq_30000.dot 3793245764 0.559963 171.128 1 0.60006 1862.5 1.27744 342.432 1.35517 6 Online_MeDiH-BL
1 dag_8000_long_2.dot 1 0.999375 0.000624313 0 0.999875 1.43132e+08 0.816066 30.9387 0.0812711 6 Online_MeDiH-BL
1 methylseq_1000.dot 8885797810 0.665331 22.075 1 0.58517 44985.6 2.99883 24.6938 0.13605 6 Online_MeDiH-BL
1 dag_50_general_0.dot 1 0.490196 0.611993 0 0.980392 3.08333e+07 1.21869 30.2889 0.0351316 6 Online_MeDiH-BL
1 dag_8000_general_3.dot 1 0.460192 0.619302 0 0.999875 397752 1.13394 31.7925 0.0372609 6 Online_MeDiH-BL
1 eager 19132169434 0.557377 1.36168 1 0.721311 2.96051e+06 2.26225 103.923 0.337233 6 Online_MeDiH-BL
1 dag_15000_wide_0.dot 1 0.89994 2.46353 1 0.999933 243389 1.59119 31.412 0.0755014 6 Online_MeDiH-BL
1 methylseq_10000.dot 17027257018 0.666533 219.604 1 0.583517 6962.55 2.99644 17.3896 0.0774369 6 Online_MeDiH-BL
1 eager_200.dot 8330435694 0.569832 1.45827 1 0.452514 552571 2.02705 154.234 0.547647 6 Online_MeDiH-BL
1 dag_50_general_3.dot 1 0.509804 0.577562 0 0.980392 2.06668e+07 1.19661 36.7222 0.0473684 6 Online_MeDiH-BL
1 dag_50_general_1.dot 1 0.509804 0.660264 0 0.980392 3.35283e+07 1.12368 29.9242 0.0386167 6 Online_MeDiH-BL
1 atacseq 11809629756 0.536585 0.695122 1 0.731707 1.94358e+06 2.13598 375.728 0.782702 6 Online_MeDiH-BL
1 dag_8000_general_4.dot 1 0.447444 0.596764 0 0.999875 556217 1.13403 31.6737 0.0367241 3 Online_MeDiH-MM
1 chipseq_10000.dot 4807293396 0.559888 57.2085 1 0.60018 4603.39 1.32264 546.101 1.26077 6 Online_MeDiH-BL
1 dag_10000_general_1.dot 1 0.447055 0.599805 1 0.9999 464670 1.09951 31.4059 0.0368424 3 Online_MeDiH-MM
1 dag_50_wide_1.dot 1 0.882353 2.10238 1 0.980392 2.77016e+07 1.00898 28.7397 0.0951719 6 Online_MeDiH-BL
